order_id,customer_id,order_date,product_name,category,subcategory,quantity,revenue,discount,profit,region,state,segment
ORD102023,CUST1284,07-04-2024,Laptops 27,Technology,Laptops,8,11523.45,0.2,-1082.1,North,Gujarat,Corporate
ORD102024,CUST2208,27-12-2022,Paper 24,Office Supplies,Paper,9,9527,0.1,-454.71,South,Maharashtra,Consumer
ORD102025,CUST1432,09-12-2024,Accessories 40,Technology,Accessories,7,9322.36,0.15,263.04,South,UP,Corporate
ORD102026,CUST1316,23-01-2023,Phones 3,Technology,Phones,9,15346.04,0.1,1944.94,East,Delhi,Corporate
ORD102027,CUST2177,21-10-2023,Bookcases 29,Furniture,Bookcases,7,9402.81,0,1808.18,North,Delhi,Home Office
ORD102028,CUST1003,01-12-2024,Paper 48,Office Supplies,Paper,4,6996.65,0.3,-129.74,South,Karnataka,Home Office
ORD102029,CUST1502,08-09-2023,Laptops 21,Technology,Laptops,2,2707.98,0.15,-208.21,West,UP,Home Office
ORD102030,CUST1391,15-10-2022,Tables 13,Furniture,Tables,8,7760.08,0,2070.12,West,Karnataka,Corporate
ORD102031,CUST1362,24-11-2022,Phones 50,Technology,Phones,8,4508.73,0.1,854.56,North,Karnataka,Home Office
ORD102032,CUST2559,10-04-2024,Binders 6,Office Supplies,Binders,1,570.5,0.15,41.38,East,Gujarat,Consumer
ORD102033,CUST2330,23-09-2023,Paper 41,Office Supplies,Paper,10,16911.54,0,4604.22,East,UP,Home Office
ORD102034,CUST1641,15-05-2022,Laptops 43,Technology,Laptops,4,1620.82,0.3,-126.52,North,Maharashtra,Consumer
ORD102035,CUST1985,12-01-2022,Binders 48,Office Supplies,Binders,9,5576.41,0.15,-236.55,North,Gujarat,Consumer
ORD102036,CUST1909,16-09-2024,Paper 31,Office Supplies,Paper,8,2417.46,0,334.5,South,Karnataka,Consumer
ORD102037,CUST1271,16-12-2023,Binders 9,Office Supplies,Binders,7,4897.92,0.15,671.65,North,UP,Consumer
ORD102038,CUST1896,16-12-2022,Paper 3,Office Supplies,Paper,4,5804.82,0.05,449.1,West,Maharashtra,Corporate
ORD102039,CUST1624,14-04-2023,Tables 25,Furniture,Tables,6,11713.91,0.05,2282.35,West,Tamil Nadu,Home Office
ORD102040,CUST2223,03-05-2023,Accessories 11,Technology,Accessories,2,2185.49,0.15,318.72,West,Gujarat,Corporate
ORD102041,CUST2737,15-02-2024,Bookcases 5,Furniture,Bookcases,6,3354.25,0.3,-836.29,South,Gujarat,Corporate
ORD102042,CUST2226,27-12-2022,Bookcases 4,Furniture,Bookcases,9,15434.09,0.1,-429.92,West,Gujarat,Home Office
ORD102043,CUST1297,11-09-2023,Bookcases 28,Furniture,Bookcases,8,11088.46,0.3,-1407.98,South,Delhi,Consumer
ORD102044,CUST1390,26-08-2023,Paper 42,Office Supplies,Paper,9,17768.93,0.1,48.73,South,Delhi,Consumer
ORD102045,CUST1423,14-03-2024,Laptops 7,Technology,Laptops,6,10194.49,0.3,-472.02,East,Tamil Nadu,Corporate
ORD102046,CUST2390,04-05-2022,Phones 13,Technology,Phones,8,7144.35,0.1,1317.82,North,Karnataka,Corporate
ORD102047,CUST1153,21-04-2022,Chairs 33,Furniture,Chairs,5,6932.88,0.1,-220.7,East,UP,Corporate
ORD102048,CUST1250,13-07-2022,Phones 10,Technology,Phones,10,4782.77,0,980.75,West,Maharashtra,Home Office
ORD102049,CUST1646,29-07-2023,Accessories 30,Technology,Accessories,5,5675.61,0.15,-440.48,East,Tamil Nadu,Corporate
ORD102050,CUST1367,07-12-2023,Chairs 17,Furniture,Chairs,3,4377.58,0.15,-204.06,South,Gujarat,Home Office
ORD102051,CUST1809,15-11-2022,Tables 41,Furniture,Tables,9,7930.57,0.05,14.66,West,Gujarat,Home Office
ORD102052,CUST1191,15-12-2024,Paper 11,Office Supplies,Paper,6,6404.14,0.2,-334.75,North,Karnataka,Corporate
ORD102053,CUST1052,21-04-2023,Accessories 49,Technology,Accessories,5,9776.34,0.1,533.66,North,Gujarat,Corporate
ORD102054,CUST1343,07-05-2024,Paper 11,Office Supplies,Paper,5,4721.76,0.2,-627.95,North,Maharashtra,Corporate
ORD102055,CUST1151,05-10-2023,Storage 6,Office Supplies,Storage,1,702.12,0.15,5.66,North,Tamil Nadu,Home Office
ORD102056,CUST1094,25-12-2023,Bookcases 37,Furniture,Bookcases,4,1095.31,0.3,-42.48,West,Gujarat,Corporate
ORD102057,CUST2937,15-11-2022,Phones 13,Technology,Phones,5,3916.92,0,374.91,East,Tamil Nadu,Corporate
ORD102058,CUST1325,29-07-2023,Tables 24,Furniture,Tables,10,5415.68,0,1220.65,North,Maharashtra,Corporate
ORD102059,CUST2863,01-11-2024,Phones 30,Technology,Phones,6,712.03,0.15,-31,East,Tamil Nadu,Corporate
ORD102060,CUST2387,25-09-2023,Storage 13,Office Supplies,Storage,3,1303.34,0.1,184.5,South,Maharashtra,Corporate
ORD102061,CUST2758,27-10-2022,Bookcases 20,Furniture,Bookcases,9,6100.02,0.1,143.22,West,Maharashtra,Corporate
ORD102062,CUST2457,28-12-2023,Accessories 10,Technology,Accessories,2,1896.04,0.2,44.05,North,Tamil Nadu,Consumer
ORD102063,CUST1529,13-06-2022,Bookcases 25,Furniture,Bookcases,9,17784,0,1353.43,North,Tamil Nadu,Corporate
ORD102064,CUST1583,12-10-2024,Storage 21,Office Supplies,Storage,2,2362.14,0.2,186.08,North,Karnataka,Consumer
ORD102065,CUST1855,22-12-2022,Laptops 1,Technology,Laptops,3,1191.26,0.3,-128.58,West,Maharashtra,Home Office
ORD102066,CUST2508,23-08-2023,Chairs 36,Furniture,Chairs,3,1865.6,0.1,28.31,West,Tamil Nadu,Consumer
ORD102067,CUST1908,17-10-2024,Chairs 23,Furniture,Chairs,7,7593.12,0.3,-210.71,East,UP,Home Office
ORD102068,CUST1327,09-02-2022,Laptops 44,Technology,Laptops,4,4726.72,0.05,844.26,South,Gujarat,Home Office
ORD102069,CUST1361,22-07-2023,Phones 40,Technology,Phones,8,7558.34,0.1,471.01,North,UP,Corporate
ORD102070,CUST2901,17-01-2023,Chairs 22,Furniture,Chairs,2,1326.49,0.3,-271.35,North,Delhi,Home Office
ORD102071,CUST2603,08-11-2023,Paper 35,Office Supplies,Paper,2,2115.7,0,133.67,North,UP,Corporate
ORD102072,CUST1772,18-03-2024,Tables 34,Furniture,Tables,4,3790.9,0.15,-252.77,West,Gujarat,Consumer
ORD102073,CUST2709,26-08-2024,Phones 21,Technology,Phones,3,5588.15,0.1,-50.92,South,Delhi,Corporate
ORD102074,CUST1200,09-04-2023,Tables 44,Furniture,Tables,5,3389.18,0.3,-189.9,South,Gujarat,Consumer
ORD102075,CUST1853,03-04-2023,Tables 26,Furniture,Tables,5,8175.59,0.3,-759.5,East,Delhi,Consumer
ORD102076,CUST1722,28-07-2023,Chairs 48,Furniture,Chairs,1,933.43,0,241.37,West,Delhi,Corporate
ORD102077,CUST1974,13-04-2024,Accessories 12,Technology,Accessories,4,4787.89,0.15,-160.92,West,Karnataka,Corporate
ORD102078,CUST2862,17-12-2023,Bookcases 35,Furniture,Bookcases,6,9797.22,0.2,-1385.38,North,Karnataka,Consumer
ORD102079,CUST2108,07-08-2024,Tables 18,Furniture,Tables,4,5256.12,0.2,349.77,South,UP,Consumer
ORD102080,CUST2606,20-05-2024,Accessories 12,Technology,Accessories,9,9436.09,0.05,625.41,East,Gujarat,Corporate
ORD102081,CUST2339,04-09-2022,Chairs 10,Furniture,Chairs,10,9208.2,0.15,909.34,West,Gujarat,Home Office
ORD102082,CUST2224,08-09-2023,Bookcases 37,Furniture,Bookcases,10,4103.73,0.3,-425.73,North,Maharashtra,Consumer
ORD102083,CUST1430,05-06-2022,Paper 1,Office Supplies,Paper,10,10282.31,0.05,1357.75,West,Gujarat,Home Office
ORD102084,CUST2940,11-11-2022,Bookcases 10,Furniture,Bookcases,1,987.8,0.1,175.5,South,Delhi,Home Office
ORD102085,CUST1328,17-10-2023,Phones 12,Technology,Phones,7,6494.44,0.2,231.04,West,Maharashtra,Home Office
ORD102086,CUST2573,28-01-2022,Paper 1,Office Supplies,Paper,2,2643.8,0.3,-586.66,West,Gujarat,Corporate
ORD102087,CUST1379,15-02-2022,Chairs 20,Furniture,Chairs,6,1162.12,0.05,261.31,East,Tamil Nadu,Corporate
ORD102088,CUST2052,26-11-2023,Chairs 23,Furniture,Chairs,2,707.43,0.2,60.66,South,Delhi,Corporate
ORD102089,CUST1944,10-11-2022,Binders 27,Office Supplies,Binders,9,11337.43,0.05,1437.02,North,Maharashtra,Consumer
ORD102090,CUST2880,20-12-2022,Chairs 39,Furniture,Chairs,3,3561.38,0.2,229.89,East,UP,Corporate
ORD102091,CUST2727,06-01-2024,Storage 30,Office Supplies,Storage,6,2544.85,0.15,40.72,South,Tamil Nadu,Consumer
ORD102092,CUST2042,11-06-2023,Accessories 23,Technology,Accessories,1,1599.28,0.2,132.21,North,Delhi,Corporate
ORD102093,CUST2129,22-07-2022,Tables 34,Furniture,Tables,1,146.82,0.05,2.75,South,Maharashtra,Consumer
ORD102094,CUST2619,22-07-2022,Bookcases 31,Furniture,Bookcases,4,2094.87,0.3,-12.78,North,Maharashtra,Home Office
ORD102095,CUST1396,07-11-2024,Bookcases 32,Furniture,Bookcases,3,672.08,0.1,80.81,East,Delhi,Corporate
ORD102096,CUST2578,07-04-2024,Tables 27,Furniture,Tables,2,3541.43,0.1,300.31,West,Karnataka,Corporate
ORD102097,CUST2641,05-01-2024,Chairs 27,Furniture,Chairs,6,3508.07,0,975.08,North,Maharashtra,Consumer
ORD102098,CUST2608,11-02-2022,Bookcases 50,Furniture,Bookcases,6,5606.09,0.1,17.75,East,Tamil Nadu,Corporate
ORD102099,CUST2878,03-05-2024,Bookcases 33,Furniture,Bookcases,5,1421.67,0.3,-106.09,North,Tamil Nadu,Corporate
ORD102100,CUST1237,17-04-2022,Bookcases 7,Furniture,Bookcases,1,972.75,0.2,62.82,South,UP,Corporate
ORD102101,CUST2764,23-03-2024,Accessories 44,Technology,Accessories,4,3923.53,0.3,-70.08,East,Karnataka,Consumer
ORD102102,CUST1924,15-11-2024,Laptops 21,Technology,Laptops,8,10544.51,0.15,-5.38,East,Gujarat,Consumer
ORD102103,CUST1158,09-11-2023,Storage 3,Office Supplies,Storage,3,5609.43,0.3,-120.78,South,Karnataka,Home Office
ORD102104,CUST1950,25-02-2024,Accessories 24,Technology,Accessories,2,3927.97,0.2,-240.31,West,Karnataka,Corporate
ORD102105,CUST2739,27-09-2024,Tables 38,Furniture,Tables,4,5587.09,0.2,139.03,South,Gujarat,Consumer
ORD102106,CUST1549,22-12-2024,Phones 40,Technology,Phones,2,1366.34,0.05,107.83,West,Tamil Nadu,Consumer
ORD102107,CUST2634,24-08-2023,Binders 38,Office Supplies,Binders,4,1351.91,0.1,-32.94,South,Delhi,Corporate
ORD102108,CUST1507,12-02-2022,Binders 45,Office Supplies,Binders,10,1226.44,0.1,205.34,North,Maharashtra,Consumer
ORD102109,CUST1522,19-09-2024,Storage 45,Office Supplies,Storage,9,16133.23,0.1,-496.22,East,Karnataka,Corporate
ORD102110,CUST1240,21-12-2022,Chairs 47,Furniture,Chairs,3,4123.36,0.3,-514.35,North,UP,Consumer
ORD102111,CUST1045,29-05-2024,Phones 6,Technology,Phones,4,4752.98,0.3,-191.5,North,Maharashtra,Home Office
ORD102112,CUST2090,18-05-2024,Paper 14,Office Supplies,Paper,10,17665.29,0,3314.76,East,Karnataka,Consumer
ORD102113,CUST1400,14-09-2024,Chairs 18,Furniture,Chairs,1,465.74,0.2,-40.26,East,Tamil Nadu,Home Office
ORD102114,CUST1482,21-09-2022,Tables 6,Furniture,Tables,9,11690.94,0.2,467.74,South,Gujarat,Home Office
ORD102115,CUST1581,04-12-2022,Paper 4,Office Supplies,Paper,8,1541.25,0.05,233.4,West,Karnataka,Consumer
ORD102116,CUST2895,13-08-2024,Paper 50,Office Supplies,Paper,9,11705.15,0.2,-156.63,South,Delhi,Corporate
ORD102117,CUST1738,17-06-2022,Accessories 38,Technology,Accessories,3,820.71,0.05,154.52,North,Tamil Nadu,Consumer
ORD102118,CUST2832,10-05-2023,Tables 43,Furniture,Tables,7,10375.12,0.15,-549.28,East,Maharashtra,Home Office
ORD102119,CUST2754,07-01-2022,Bookcases 36,Furniture,Bookcases,7,3150.51,0.3,-41.12,East,UP,Home Office
ORD102120,CUST1610,03-12-2024,Phones 20,Technology,Phones,2,1707.04,0.2,-248.59,South,UP,Consumer
ORD102121,CUST1939,11-02-2023,Accessories 3,Technology,Accessories,10,1931.09,0.3,-384.84,East,Karnataka,Consumer
ORD102122,CUST2437,31-12-2022,Tables 47,Furniture,Tables,7,13977.64,0,1920.58,West,Karnataka,Home Office
ORD102123,CUST1166,14-10-2024,Accessories 35,Technology,Accessories,10,12330.58,0.2,-1767.56,East,Delhi,Corporate
ORD102124,CUST1217,18-12-2024,Binders 36,Office Supplies,Binders,3,4490.8,0.1,716.73,North,UP,Home Office
ORD102125,CUST1818,21-01-2022,Paper 16,Office Supplies,Paper,10,14596.79,0.2,274.53,North,Gujarat,Corporate
ORD102126,CUST2093,30-08-2024,Tables 26,Furniture,Tables,3,1473.53,0.15,-42.81,South,Karnataka,Corporate
ORD102127,CUST1099,26-12-2023,Accessories 22,Technology,Accessories,2,2836.68,0.05,479.54,South,Karnataka,Corporate
ORD102128,CUST2681,19-09-2023,Storage 20,Office Supplies,Storage,1,1731.34,0,120.07,East,UP,Corporate
ORD102129,CUST1342,01-10-2024,Phones 10,Technology,Phones,8,8595.1,0,656.77,West,Maharashtra,Home Office
ORD102130,CUST1143,25-01-2024,Bookcases 13,Furniture,Bookcases,9,14799.75,0.2,-1027.38,West,Karnataka,Home Office
ORD102131,CUST2905,02-08-2023,Phones 6,Technology,Phones,6,9456.59,0.05,1662.65,North,Tamil Nadu,Home Office
ORD102132,CUST1065,24-06-2023,Bookcases 25,Furniture,Bookcases,6,10112.82,0.15,689.77,East,Delhi,Consumer
ORD102133,CUST1493,06-01-2022,Storage 25,Office Supplies,Storage,5,5223.68,0.15,314,North,Delhi,Consumer
ORD102134,CUST2361,11-05-2022,Accessories 34,Technology,Accessories,10,6969.08,0,405.97,South,Delhi,Home Office
ORD102135,CUST2193,24-02-2023,Chairs 47,Furniture,Chairs,5,9562.4,0,876.16,North,Gujarat,Consumer
ORD102136,CUST1260,02-07-2022,Laptops 44,Technology,Laptops,4,5812.87,0.1,25.76,North,Tamil Nadu,Home Office
ORD102137,CUST1930,25-11-2024,Laptops 21,Technology,Laptops,3,3840.99,0.2,302.32,South,Delhi,Consumer
ORD102138,CUST2962,23-06-2023,Paper 42,Office Supplies,Paper,3,1506.77,0.05,285.9,South,Delhi,Corporate
ORD102139,CUST2883,30-05-2024,Accessories 42,Technology,Accessories,9,9460.59,0.1,1054.69,East,Tamil Nadu,Corporate
ORD102140,CUST1730,06-12-2022,Storage 28,Office Supplies,Storage,5,2712.35,0,373.48,North,Delhi,Consumer
ORD102141,CUST1922,14-02-2023,Tables 14,Furniture,Tables,6,10092.71,0.05,780.83,East,Tamil Nadu,Consumer
ORD102142,CUST1366,17-12-2022,Storage 32,Office Supplies,Storage,5,4755.73,0.1,-41.11,East,Maharashtra,Home Office
ORD102143,CUST2006,01-12-2024,Binders 48,Office Supplies,Binders,8,835.32,0.05,61.57,North,Delhi,Consumer
ORD102144,CUST1887,07-10-2023,Accessories 41,Technology,Accessories,10,7736.42,0.1,498.62,South,Delhi,Corporate
ORD102145,CUST1073,20-01-2022,Tables 3,Furniture,Tables,6,3552.16,0,973.13,West,Tamil Nadu,Consumer
ORD102146,CUST1819,08-01-2023,Paper 14,Office Supplies,Paper,7,2076.22,0.05,470.78,East,Gujarat,Corporate
ORD102147,CUST1027,03-05-2022,Bookcases 47,Furniture,Bookcases,8,3364.99,0.15,122.54,South,Tamil Nadu,Home Office
ORD102148,CUST1914,24-05-2024,Phones 36,Technology,Phones,5,6997.76,0.15,211.48,East,Tamil Nadu,Consumer
ORD102149,CUST1879,01-04-2024,Laptops 48,Technology,Laptops,9,8920.92,0.1,231.35,North,Gujarat,Home Office
ORD102150,CUST2439,19-02-2022,Storage 39,Office Supplies,Storage,4,1106.93,0,214.35,East,Tamil Nadu,Consumer
ORD102151,CUST2417,17-10-2024,Storage 46,Office Supplies,Storage,6,6468.54,0.1,963.13,South,Delhi,Consumer
ORD102152,CUST2762,17-02-2023,Storage 9,Office Supplies,Storage,4,1474.52,0.3,-201.87,North,Karnataka,Corporate
ORD102153,CUST2663,30-06-2024,Accessories 11,Technology,Accessories,8,11951.37,0.2,-1501.06,East,Delhi,Consumer
ORD102154,CUST1584,03-12-2023,Laptops 38,Technology,Laptops,7,2919.09,0.15,-119.06,East,Tamil Nadu,Home Office
ORD102155,CUST1305,09-09-2023,Tables 13,Furniture,Tables,10,4133.75,0,584.82,South,UP,Corporate
ORD102156,CUST2144,14-09-2022,Tables 3,Furniture,Tables,8,4286.78,0.15,302.94,South,Tamil Nadu,Home Office
ORD102157,CUST1916,28-12-2022,Bookcases 10,Furniture,Bookcases,5,6472.97,0.2,-907.82,East,Maharashtra,Home Office
ORD102158,CUST1011,26-09-2022,Accessories 8,Technology,Accessories,7,6759.04,0.15,286.41,North,Maharashtra,Consumer
ORD102159,CUST1388,25-10-2023,Phones 39,Technology,Phones,1,1681.54,0.3,-276.72,West,UP,Corporate
ORD102160,CUST2399,31-12-2022,Laptops 37,Technology,Laptops,3,1345.51,0.3,-179.28,South,Delhi,Consumer
ORD102161,CUST1441,18-06-2022,Binders 37,Office Supplies,Binders,9,12624.64,0.05,2167.27,North,Karnataka,Consumer
ORD102162,CUST2347,21-01-2022,Laptops 27,Technology,Laptops,2,1125.74,0.15,-35.17,West,Maharashtra,Corporate
ORD102163,CUST1557,29-11-2022,Bookcases 25,Furniture,Bookcases,9,4723.78,0.1,838.7,South,Maharashtra,Home Office
ORD102164,CUST1523,21-08-2024,Laptops 12,Technology,Laptops,7,5791.68,0.15,129.21,South,Delhi,Consumer
ORD102165,CUST2750,06-05-2023,Storage 48,Office Supplies,Storage,7,3596.06,0.15,-80.58,North,Tamil Nadu,Consumer
ORD102166,CUST1980,27-07-2023,Tables 41,Furniture,Tables,2,3096.09,0.05,347.75,North,Delhi,Corporate
ORD102167,CUST2312,27-07-2023,Phones 26,Technology,Phones,1,1886.94,0.2,129.61,East,Tamil Nadu,Home Office
ORD102168,CUST2238,14-11-2024,Storage 5,Office Supplies,Storage,8,12008.96,0,2023.74,East,Karnataka,Home Office
ORD102169,CUST1729,29-07-2023,Phones 24,Technology,Phones,3,5291.41,0.3,-116.14,North,UP,Corporate
ORD102170,CUST2588,24-05-2023,Chairs 1,Furniture,Chairs,7,9121.28,0.3,-1483.3,North,Maharashtra,Consumer
ORD102171,CUST1212,23-07-2022,Chairs 5,Furniture,Chairs,6,4199.22,0.05,29.52,West,Karnataka,Corporate
ORD102172,CUST1634,09-09-2022,Bookcases 30,Furniture,Bookcases,6,4878.66,0.05,558.29,East,Delhi,Corporate
ORD102173,CUST1053,20-10-2024,Phones 7,Technology,Phones,7,1970.94,0.1,222.85,South,Tamil Nadu,Home Office
ORD102174,CUST1708,10-11-2022,Accessories 10,Technology,Accessories,3,2609.62,0.3,-538.91,East,Karnataka,Home Office
ORD102175,CUST2835,26-02-2022,Phones 38,Technology,Phones,7,1314.41,0.05,298.89,East,Delhi,Consumer
ORD102176,CUST2982,18-05-2023,Accessories 23,Technology,Accessories,10,6122.97,0.05,10.78,East,Gujarat,Home Office
ORD102177,CUST1419,07-05-2024,Accessories 19,Technology,Accessories,9,14673.98,0.2,-1228.32,South,Karnataka,Home Office
ORD102178,CUST2605,14-03-2024,Paper 36,Office Supplies,Paper,5,6797.17,0.15,-277.33,South,Maharashtra,Corporate
ORD102179,CUST1607,25-04-2023,Tables 32,Furniture,Tables,1,259.53,0.05,51.59,West,Karnataka,Consumer
ORD102180,CUST1442,01-09-2023,Chairs 25,Furniture,Chairs,1,357.92,0.2,32.6,East,Gujarat,Home Office
ORD102181,CUST2357,14-09-2023,Binders 4,Office Supplies,Binders,9,3699.77,0.3,-442.37,West,Karnataka,Consumer
ORD102182,CUST2066,15-04-2022,Chairs 5,Furniture,Chairs,3,1515.26,0.2,81.81,South,Delhi,Consumer
ORD102183,CUST1869,15-07-2023,Storage 30,Office Supplies,Storage,2,1637.6,0.3,-371.52,North,Tamil Nadu,Home Office
ORD102184,CUST2394,05-09-2022,Laptops 22,Technology,Laptops,2,1717.84,0.1,184.53,West,Karnataka,Home Office
ORD102185,CUST2786,03-03-2022,Laptops 10,Technology,Laptops,10,8907.06,0.2,681.61,West,Karnataka,Corporate
ORD102186,CUST2873,10-05-2022,Tables 48,Furniture,Tables,9,3255.25,0,177.84,North,Gujarat,Corporate
ORD102187,CUST1662,26-11-2022,Bookcases 1,Furniture,Bookcases,5,1864.4,0.15,-130.33,East,Maharashtra,Consumer
ORD102188,CUST2281,11-10-2022,Tables 39,Furniture,Tables,7,8424.22,0.05,513.26,North,Gujarat,Corporate
ORD102189,CUST1059,17-09-2022,Tables 7,Furniture,Tables,7,4768.4,0.2,-183.72,West,Delhi,Consumer
ORD102190,CUST1896,12-10-2023,Bookcases 46,Furniture,Bookcases,5,7231.54,0.1,290.72,West,Maharashtra,Home Office
ORD102191,CUST2542,04-04-2022,Phones 43,Technology,Phones,6,9182.46,0.3,-2133.32,North,Gujarat,Consumer
ORD102192,CUST1627,03-02-2022,Phones 29,Technology,Phones,2,1573.85,0.1,313.28,East,Gujarat,Home Office
ORD102193,CUST1399,15-08-2023,Phones 39,Technology,Phones,7,7011.3,0.3,-247.27,North,Tamil Nadu,Corporate
ORD102194,CUST2327,07-09-2024,Phones 38,Technology,Phones,7,5285.44,0.15,258.21,East,Maharashtra,Corporate
ORD102195,CUST1110,13-12-2022,Tables 45,Furniture,Tables,8,14276.25,0,3265.52,North,Karnataka,Consumer
ORD102196,CUST2150,13-08-2022,Storage 29,Office Supplies,Storage,4,2290.86,0.05,239.04,North,Tamil Nadu,Corporate
ORD102197,CUST1387,05-11-2024,Phones 45,Technology,Phones,5,1870.96,0.15,-179.3,South,Karnataka,Home Office
ORD102198,CUST2581,28-04-2024,Bookcases 33,Furniture,Bookcases,3,5279.15,0.1,329.52,South,Delhi,Consumer
ORD102199,CUST1471,27-01-2024,Laptops 18,Technology,Laptops,3,2268.01,0.2,-158.75,East,Delhi,Home Office
ORD102200,CUST1672,29-10-2022,Phones 26,Technology,Phones,9,9553.36,0,2768.29,West,Tamil Nadu,Home Office
ORD102201,CUST2870,04-10-2022,Bookcases 18,Furniture,Bookcases,7,3258.21,0,704.05,West,Delhi,Corporate
ORD102202,CUST1103,24-10-2023,Binders 45,Office Supplies,Binders,5,3762.09,0.1,-180,West,Tamil Nadu,Home Office
ORD102203,CUST2200,21-03-2023,Chairs 3,Furniture,Chairs,4,551.79,0.05,60.05,East,Karnataka,Corporate
ORD102204,CUST2641,30-06-2024,Storage 50,Office Supplies,Storage,9,9880.13,0.05,18.43,West,Maharashtra,Consumer
ORD102205,CUST2866,15-09-2023,Paper 19,Office Supplies,Paper,3,2709.31,0,234.03,North,Delhi,Consumer
ORD102206,CUST1248,06-09-2024,Paper 17,Office Supplies,Paper,9,15913.43,0,1722.7,West,UP,Corporate
ORD102207,CUST2847,08-07-2024,Laptops 42,Technology,Laptops,1,1644.97,0.05,73.15,West,Maharashtra,Home Office
ORD102208,CUST1417,24-11-2022,Bookcases 41,Furniture,Bookcases,2,1536.54,0.05,241.25,East,UP,Consumer
ORD102209,CUST1853,22-03-2024,Phones 11,Technology,Phones,9,15091.97,0.05,2254.86,North,Maharashtra,Home Office
ORD102210,CUST2474,29-05-2023,Laptops 18,Technology,Laptops,8,12031.74,0.15,809.94,North,Tamil Nadu,Home Office
ORD102211,CUST2016,22-10-2024,Paper 24,Office Supplies,Paper,8,7610.9,0.1,953.54,West,Karnataka,Corporate
ORD102212,CUST1572,30-04-2023,Laptops 1,Technology,Laptops,7,1441.18,0.05,129.25,West,Gujarat,Corporate
ORD102213,CUST1053,27-12-2024,Laptops 9,Technology,Laptops,4,7966.9,0.05,879.35,East,Tamil Nadu,Corporate
ORD102214,CUST2125,09-07-2024,Bookcases 18,Furniture,Bookcases,2,696.56,0.05,159.64,North,Maharashtra,Corporate
ORD102215,CUST1540,29-07-2023,Chairs 16,Furniture,Chairs,10,16215.54,0.3,-4050.85,East,Karnataka,Corporate
ORD102216,CUST1528,31-10-2023,Accessories 13,Technology,Accessories,9,11059.73,0,1914.35,East,Maharashtra,Corporate
ORD102217,CUST1909,21-02-2022,Tables 16,Furniture,Tables,7,3257.8,0.3,-614.24,West,UP,Consumer
ORD102218,CUST2229,03-11-2022,Binders 7,Office Supplies,Binders,2,3676.4,0.3,-493.37,North,Gujarat,Consumer
ORD102219,CUST1273,05-06-2024,Laptops 26,Technology,Laptops,9,9224.76,0.15,533.99,North,Gujarat,Consumer
ORD102220,CUST2370,20-07-2024,Accessories 47,Technology,Accessories,1,1131.59,0.05,263.08,East,Tamil Nadu,Consumer
ORD102221,CUST1286,20-11-2022,Accessories 46,Technology,Accessories,10,9715.4,0.05,1889.61,South,Gujarat,Corporate
ORD102222,CUST1291,05-09-2022,Laptops 1,Technology,Laptops,4,2075.58,0.15,3.29,West,Delhi,Home Office
ORD102223,CUST2796,21-10-2022,Phones 10,Technology,Phones,6,11163.07,0.1,2044.52,South,Karnataka,Consumer
ORD102224,CUST1929,02-02-2022,Paper 30,Office Supplies,Paper,10,3379.37,0.1,-97.82,West,Maharashtra,Home Office
ORD102225,CUST2166,02-11-2023,Paper 45,Office Supplies,Paper,8,15765.55,0.3,-2527.39,East,Tamil Nadu,Consumer
ORD102226,CUST1379,25-07-2024,Storage 50,Office Supplies,Storage,9,11692.1,0.1,-264.59,East,UP,Corporate
ORD102227,CUST2866,04-02-2024,Chairs 17,Furniture,Chairs,8,15480.72,0.15,2175.87,North,Tamil Nadu,Consumer
ORD102228,CUST1021,28-09-2023,Laptops 49,Technology,Laptops,7,13527.69,0,3103.12,East,Maharashtra,Consumer
ORD102229,CUST2587,21-08-2024,Binders 8,Office Supplies,Binders,4,6303.84,0.1,-307.52,West,Maharashtra,Consumer
ORD102230,CUST2098,21-06-2022,Accessories 34,Technology,Accessories,8,7072.71,0.15,-568.25,South,Karnataka,Home Office
ORD102231,CUST2326,13-07-2022,Bookcases 41,Furniture,Bookcases,6,4372.43,0.2,-211.08,East,Tamil Nadu,Consumer
ORD102232,CUST1038,08-03-2024,Storage 16,Office Supplies,Storage,4,2077.31,0.3,-138.86,North,Gujarat,Home Office
ORD102233,CUST2487,20-04-2024,Binders 19,Office Supplies,Binders,4,5603.91,0.3,-216.25,East,Maharashtra,Corporate
ORD102234,CUST2208,06-03-2022,Bookcases 8,Furniture,Bookcases,6,7842.02,0.15,-378.77,West,Delhi,Consumer
ORD102235,CUST2582,19-03-2023,Laptops 25,Technology,Laptops,9,16718.6,0.05,433.17,South,Gujarat,Consumer
ORD102236,CUST2489,27-09-2023,Tables 3,Furniture,Tables,9,12911.13,0.1,447.07,West,Tamil Nadu,Home Office
ORD102237,CUST1963,19-09-2023,Chairs 24,Furniture,Chairs,10,1134.74,0.3,-40.24,West,UP,Consumer
ORD102238,CUST2116,20-11-2023,Bookcases 46,Furniture,Bookcases,2,1750.16,0.2,-192.66,West,Tamil Nadu,Corporate
ORD102239,CUST2707,30-11-2024,Phones 43,Technology,Phones,1,1601.16,0,92.67,South,UP,Consumer
ORD102240,CUST1666,27-07-2024,Paper 45,Office Supplies,Paper,9,2979.45,0.3,-514.76,South,Tamil Nadu,Home Office
