customer_key,customer_id,segment
1070,CUST2903,Home Office
1071,CUST1993,Home Office
1072,CUST2803,Home Office
1073,CUST1355,Corporate
1074,CUST1213,Home Office
1075,CUST1237,Home Office
1076,CUST1239,Home Office
1077,CUST1848,Consumer
1078,CUST2770,Corporate
1079,CUST1185,Home Office
1080,CUST1659,Consumer
1081,CUST1862,Corporate
1082,CUST2519,Corporate
1083,CUST2184,Consumer
1084,CUST1517,Consumer
1085,CUST1436,Home Office
1086,CUST2580,Corporate
1087,CUST1405,Corporate
1088,CUST2700,Home Office
1089,CUST2186,Corporate
1090,CUST1794,Corporate
1091,CUST1381,Home Office
1092,CUST1773,Corporate
1093,CUST1240,Consumer
1094,CUST2287,Corporate
1095,CUST1789,Consumer
1096,CUST2683,Corporate
1097,CUST1205,Home Office
1098,CUST1636,Corporate
1099,CUST1997,Consumer
1100,CUST1752,Home Office
1101,CUST1347,Home Office
1102,CUST1056,Corporate
1103,CUST2152,Consumer
1104,CUST2177,Consumer
1105,CUST2018,Home Office
1106,CUST2056,Home Office
1107,CUST1001,Consumer
1108,CUST2510,Corporate
1109,CUST1223,Home Office
1110,CUST1494,Home Office
1111,CUST1519,Consumer
1112,CUST2032,Consumer
1113,CUST1694,Corporate
1114,CUST1518,Home Office
1115,CUST1726,Consumer
1116,CUST1606,Home Office
1117,CUST2339,Consumer
1118,CUST2214,Corporate
1119,CUST1973,Corporate
1120,CUST1037,Corporate
1121,CUST2632,Corporate
1122,CUST2694,Corporate
1123,CUST1322,Consumer
1124,CUST1583,Consumer
1125,CUST1320,Consumer
1126,CUST1129,Consumer
1127,CUST1236,Corporate
1128,CUST1269,Consumer
1129,CUST2334,Home Office
1130,CUST2163,Home Office
1131,CUST1927,Corporate
1132,CUST1000,Consumer
1133,CUST2723,Corporate
1134,CUST1182,Consumer
1135,CUST2169,Consumer
1136,CUST1482,Home Office
1137,CUST2917,Corporate
1138,CUST2552,Consumer
1139,CUST1205,Consumer
1140,CUST1235,Corporate
1141,CUST1200,Corporate
1142,CUST2231,Home Office
1143,CUST1615,Home Office
1144,CUST1579,Home Office
1145,CUST1835,Consumer
1146,CUST1242,Corporate
1147,CUST2604,Corporate
1148,CUST2443,Consumer
1149,CUST1451,Consumer
1150,CUST2908,Corporate
1151,CUST1407,Consumer
1152,CUST1866,Consumer
1153,CUST1718,Corporate
1154,CUST2089,Consumer
1155,CUST1291,Corporate
1156,CUST1981,Corporate
1157,CUST1239,Consumer
1158,CUST2255,Consumer
1159,CUST1975,Home Office
1160,CUST1237,Consumer
1161,CUST1456,Consumer
1162,CUST2971,Home Office
1163,CUST2614,Home Office
1164,CUST2286,Corporate
1165,CUST1740,Home Office
1166,CUST2920,Home Office
1167,CUST1891,Corporate
1168,CUST2035,Consumer
1169,CUST2886,Home Office
1170,CUST1227,Consumer
1171,CUST1677,Corporate
1172,CUST2013,Consumer
1173,CUST1699,Home Office
1174,CUST2933,Home Office
1175,CUST1672,Home Office
1176,CUST2108,Consumer
1177,CUST1039,Corporate
1178,CUST1386,Home Office
1179,CUST1272,Corporate
1180,CUST1142,Consumer
1181,CUST2096,Consumer
1182,CUST1501,Consumer
1183,CUST2607,Home Office
1184,CUST1987,Home Office
1185,CUST1343,Consumer
1186,CUST2191,Consumer
1187,CUST1702,Home Office
1188,CUST2266,Consumer
1189,CUST2864,Consumer
1190,CUST1585,Consumer
1191,CUST2648,Corporate
1192,CUST1906,Home Office
1193,CUST2571,Corporate
1194,CUST2213,Consumer
1195,CUST2724,Corporate
1196,CUST2649,Corporate
1197,CUST2320,Home Office
1198,CUST1866,Corporate
1199,CUST1026,Home Office
1200,CUST2668,Home Office
1201,CUST1071,Consumer
1202,CUST1045,Home Office
1203,CUST1042,Consumer
1204,CUST1461,Home Office
1205,CUST2175,Corporate
1206,CUST2867,Home Office
1207,CUST1188,Corporate
1208,CUST1427,Consumer
1209,CUST2613,Home Office
1210,CUST1901,Consumer
1211,CUST1105,Consumer
1212,CUST1476,Consumer
1213,CUST2407,Corporate
1214,CUST1927,Home Office
1215,CUST2170,Home Office
1216,CUST2351,Home Office
1217,CUST1763,Home Office
1218,CUST1708,Home Office
1219,CUST2206,Corporate
1220,CUST2450,Corporate
1221,CUST1262,Home Office
1222,CUST2672,Corporate
1223,CUST1564,Home Office
1224,CUST1976,Home Office
1225,CUST2122,Consumer
1226,CUST2891,Corporate
1227,CUST1426,Corporate
1228,CUST1888,Home Office
1229,CUST2625,Home Office
1230,CUST2818,Corporate
1231,CUST1189,Consumer
1232,CUST2946,Corporate
1233,CUST2890,Corporate
1234,CUST2920,Consumer
1235,CUST2007,Corporate
1236,CUST1983,Home Office
1237,CUST2909,Corporate
1238,CUST1050,Home Office
1239,CUST2683,Consumer
1240,CUST1930,Home Office
1241,CUST2862,Corporate
1242,CUST2262,Consumer
1243,CUST1759,Corporate
1244,CUST1483,Consumer
1245,CUST1942,Consumer
1246,CUST1824,Consumer
1247,CUST2016,Consumer
1248,CUST2534,Home Office
1249,CUST1340,Home Office
1250,CUST1172,Home Office
1251,CUST2230,Home Office
1252,CUST2879,Consumer
1253,CUST1916,Corporate
1254,CUST1060,Home Office
1255,CUST2485,Corporate
1256,CUST1438,Corporate
1257,CUST2377,Corporate
1258,CUST1052,Corporate
1259,CUST1141,Corporate
1260,CUST1315,Home Office
1261,CUST2093,Corporate
1262,CUST1699,Corporate
1263,CUST1868,Corporate
1264,CUST1229,Home Office
1265,CUST1250,Consumer
1266,CUST2098,Consumer
1267,CUST2905,Home Office
1268,CUST1886,Consumer
1269,CUST1259,Home Office
1270,CUST2697,Corporate
1271,CUST2251,Home Office
1272,CUST2303,Home Office
1273,CUST2543,Corporate
1274,CUST1378,Home Office
1275,CUST1459,Consumer
1276,CUST1920,Home Office
1277,CUST1729,Consumer
1278,CUST2950,Consumer
1279,CUST1622,Consumer
1280,CUST2737,Corporate
1281,CUST1318,Corporate
1282,CUST1559,Home Office
1283,CUST1879,Corporate
1284,CUST2404,Home Office
1285,CUST2001,Home Office
1286,CUST1643,Consumer
1287,CUST2622,Home Office
1288,CUST2943,Consumer
1289,CUST2071,Home Office
1290,CUST1623,Consumer
1291,CUST1896,Home Office
1292,CUST2813,Home Office
1293,CUST2997,Corporate
1294,CUST1727,Home Office
1295,CUST2055,Consumer
1296,CUST1679,Consumer
1297,CUST2353,Corporate
1298,CUST2194,Home Office
1299,CUST2813,Corporate
1300,CUST2012,Home Office
1301,CUST1735,Home Office
1302,CUST2391,Corporate
1303,CUST1751,Home Office
1304,CUST1937,Consumer
1305,CUST1266,Home Office
1306,CUST2811,Corporate
1307,CUST2050,Home Office
1308,CUST2963,Corporate
1309,CUST1777,Corporate
1310,CUST1912,Home Office
1311,CUST1189,Corporate
1312,CUST2797,Home Office
1313,CUST2603,Home Office
1314,CUST1091,Home Office
1315,CUST1202,Corporate
1316,CUST1931,Consumer
1317,CUST1529,Home Office
1318,CUST1169,Corporate
1319,CUST2214,Consumer
1320,CUST1304,Corporate
1321,CUST2336,Consumer
1322,CUST2659,Corporate
1323,CUST2270,Home Office
1324,CUST2458,Home Office
1325,CUST2500,Home Office
1326,CUST1289,Corporate
1327,CUST1404,Home Office
1328,CUST2362,Corporate
1329,CUST2860,Corporate
1330,CUST1231,Corporate
1331,CUST2209,Home Office
1332,CUST2788,Consumer
1333,CUST2492,Home Office
1334,CUST1264,Corporate
1335,CUST2181,Corporate
1336,CUST1065,Consumer
1337,CUST1096,Consumer
1338,CUST2155,Consumer
1339,CUST2126,Corporate
1340,CUST1560,Corporate
1341,CUST2263,Consumer
1342,CUST2758,Consumer
1343,CUST1511,Consumer
1344,CUST2190,Consumer
1345,CUST1756,Corporate
1346,CUST2145,Corporate
1347,CUST1145,Consumer
1348,CUST2841,Corporate
1349,CUST1739,Corporate
1350,CUST1138,Home Office
1351,CUST2612,Corporate
1352,CUST1521,Corporate
1353,CUST1192,Consumer
1354,CUST1911,Consumer
1355,CUST1380,Corporate
1356,CUST2963,Consumer
1357,CUST1821,Corporate
1358,CUST2271,Home Office
1359,CUST2550,Consumer
1360,CUST1097,Consumer
1361,CUST2604,Consumer
1362,CUST1210,Consumer
1363,CUST1949,Home Office
1364,CUST2769,Consumer
1365,CUST2225,Consumer
1366,CUST1044,Corporate
1367,CUST2110,Corporate
1368,CUST2179,Consumer
1369,CUST2322,Home Office
1370,CUST1732,Home Office
1371,CUST1628,Corporate
1372,CUST1508,Home Office
1373,CUST1533,Home Office
1374,CUST1288,Home Office
1375,CUST2706,Corporate
1376,CUST1222,Corporate
1377,CUST2144,Consumer
1378,CUST1111,Consumer
1379,CUST2452,Consumer
1380,CUST2662,Consumer
1381,CUST2425,Consumer
1382,CUST2099,Corporate
1383,CUST2070,Consumer
1384,CUST2834,Consumer
1385,CUST1086,Consumer
1386,CUST1935,Corporate
1387,CUST2980,Consumer
1388,CUST2924,Corporate
1389,CUST2457,Corporate
1390,CUST1977,Corporate
1391,CUST2890,Home Office
1392,CUST2344,Home Office
1393,CUST2276,Home Office
1394,CUST1992,Home Office
1395,CUST1778,Home Office
1396,CUST1205,Corporate
1397,CUST2532,Corporate
1398,CUST1018,Corporate
1399,CUST1445,Home Office
1400,CUST2063,Consumer
1401,CUST2217,Consumer
1402,CUST1837,Corporate
1403,CUST1115,Home Office
1404,CUST2207,Corporate
1405,CUST2570,Consumer
1406,CUST2865,Consumer
1407,CUST2604,Home Office
1408,CUST2156,Home Office
1409,CUST2742,Consumer
1410,CUST2987,Home Office
1411,CUST1111,Home Office
1412,CUST1505,Corporate
1413,CUST2445,Home Office
1414,CUST2685,Consumer
1415,CUST2654,Consumer
1416,CUST2649,Consumer
1417,CUST2828,Consumer
1418,CUST2745,Home Office
1419,CUST2097,Consumer
1420,CUST2464,Corporate
1421,CUST1906,Corporate
1422,CUST1409,Corporate
1423,CUST1895,Consumer
1424,CUST1019,Corporate
1425,CUST2079,Corporate
1426,CUST2432,Consumer
1427,CUST1911,Home Office
1428,CUST1379,Corporate
1429,CUST2474,Corporate
1430,CUST1671,Home Office
1431,CUST2514,Corporate
1432,CUST2889,Consumer
1433,CUST1387,Consumer
1434,CUST2735,Home Office
1435,CUST1394,Corporate
1436,CUST1147,Consumer
1437,CUST2287,Consumer
1438,CUST1167,Home Office
1439,CUST2580,Home Office
1440,CUST2487,Home Office
1441,CUST2424,Corporate
1442,CUST2420,Consumer
1443,CUST1245,Corporate
1444,CUST2383,Home Office
1445,CUST1190,Consumer
1446,CUST2400,Home Office
1447,CUST1028,Corporate
1448,CUST2186,Home Office
1449,CUST1967,Corporate
1450,CUST2993,Consumer
1451,CUST1414,Consumer
1452,CUST1524,Home Office
1453,CUST2311,Home Office
1454,CUST1295,Corporate
1455,CUST1460,Home Office
1456,CUST1150,Home Office
1457,CUST1131,Consumer
1458,CUST1534,Corporate
1459,CUST1907,Corporate
1460,CUST1187,Consumer
1461,CUST1225,Home Office
1462,CUST2247,Home Office
1463,CUST1933,Consumer
1464,CUST1716,Home Office
1465,CUST1953,Corporate
1466,CUST1742,Home Office
1467,CUST2618,Consumer
1468,CUST2768,Home Office
1469,CUST2027,Corporate
1470,CUST1603,Home Office
1471,CUST2957,Home Office
1472,CUST2779,Home Office
1473,CUST1524,Consumer
1474,CUST2701,Home Office
1475,CUST2827,Corporate
1476,CUST2576,Corporate
1477,CUST2479,Consumer
1478,CUST1577,Corporate
1479,CUST1206,Home Office
1480,CUST1777,Home Office
1481,CUST2348,Corporate
1482,CUST1508,Corporate
1483,CUST1234,Consumer
1484,CUST2615,Home Office
1485,CUST2556,Consumer
1486,CUST1491,Consumer
1487,CUST1970,Corporate
1488,CUST1989,Corporate
1489,CUST2290,Consumer
1490,CUST1913,Consumer
1491,CUST1498,Corporate
1492,CUST1458,Consumer
1493,CUST1096,Corporate
1494,CUST1091,Corporate
1495,CUST2423,Home Office
1496,CUST1478,Corporate
1497,CUST1503,Home Office
1498,CUST2718,Corporate
1499,CUST1913,Corporate
1500,CUST1954,Consumer
1501,CUST2595,Home Office
1502,CUST1958,Corporate
1503,CUST2136,Corporate
1504,CUST1800,Home Office
1505,CUST1115,Consumer
1506,CUST1797,Consumer
1507,CUST1036,Consumer
1508,CUST2166,Corporate
1509,CUST2538,Corporate
1510,CUST2873,Home Office
1511,CUST1325,Consumer
1512,CUST2907,Corporate
1513,CUST2232,Consumer
1514,CUST2612,Consumer
1515,CUST2048,Consumer
1516,CUST2935,Consumer
1517,CUST2128,Corporate
1518,CUST2304,Consumer
1519,CUST1736,Consumer
1520,CUST2660,Consumer
1521,CUST1774,Home Office
1522,CUST1646,Corporate
1523,CUST1162,Consumer
1524,CUST2973,Corporate
1525,CUST2168,Consumer
1526,CUST1262,Consumer
1527,CUST1323,Consumer
1528,CUST2623,Consumer
1529,CUST1340,Corporate
1530,CUST1471,Consumer
1531,CUST1946,Home Office
1532,CUST1917,Consumer
1533,CUST1196,Consumer
1534,CUST2633,Home Office
1535,CUST1820,Home Office
1536,CUST1889,Corporate
1537,CUST2320,Consumer
1538,CUST1979,Corporate
1539,CUST1754,Consumer
1540,CUST2119,Corporate
1541,CUST1821,Home Office
1542,CUST2477,Corporate
1543,CUST2738,Corporate
1544,CUST2465,Consumer
1545,CUST1445,Consumer
1546,CUST1666,Home Office
1547,CUST2848,Home Office
1548,CUST2363,Corporate
1549,CUST1748,Consumer
1550,CUST1262,Corporate
1551,CUST2671,Consumer
1552,CUST1388,Corporate
1553,CUST2248,Home Office
1554,CUST1803,Corporate
1555,CUST2030,Home Office
1556,CUST2134,Home Office
1557,CUST1069,Home Office
1558,CUST2969,Consumer
1559,CUST1915,Corporate
1560,CUST2335,Corporate
1561,CUST1137,Corporate
1562,CUST2443,Home Office
1563,CUST2425,Home Office
1564,CUST2176,Home Office
1565,CUST1448,Home Office
1566,CUST2502,Consumer
1567,CUST1601,Corporate
1568,CUST2319,Corporate
1569,CUST1531,Consumer
1570,CUST2646,Corporate
1571,CUST2228,Home Office
1572,CUST2908,Home Office
1573,CUST2113,Corporate
1574,CUST2600,Corporate
1575,CUST1647,Consumer
1576,CUST2591,Corporate
1577,CUST2365,Consumer
1578,CUST1858,Home Office
1579,CUST1537,Consumer
1580,CUST1088,Consumer
1581,CUST1296,Consumer
1582,CUST2060,Home Office
1583,CUST2629,Home Office
1584,CUST1178,Corporate
1585,CUST2730,Consumer
1586,CUST2524,Consumer
1587,CUST2132,Consumer
1588,CUST2345,Consumer
1589,CUST2478,Consumer
1590,CUST1044,Consumer
1591,CUST2577,Home Office
1592,CUST1164,Home Office
1593,CUST2197,Corporate
1594,CUST2103,Home Office
1595,CUST2543,Home Office
1596,CUST2219,Corporate
1597,CUST2350,Home Office
1598,CUST1310,Home Office
1599,CUST2881,Consumer
1600,CUST2130,Corporate
1601,CUST2776,Home Office
1602,CUST2256,Corporate
1603,CUST1182,Corporate
1604,CUST1424,Home Office
1605,CUST2183,Home Office
1606,CUST1952,Consumer
1607,CUST2720,Home Office
1608,CUST1565,Home Office
1609,CUST1358,Home Office
1610,CUST2805,Consumer
1611,CUST1840,Corporate
1612,CUST2367,Consumer
1613,CUST2082,Home Office
1614,CUST1119,Consumer
1615,CUST1787,Consumer
1616,CUST2642,Consumer
1617,CUST2977,Consumer
1618,CUST2408,Consumer
1619,CUST1383,Corporate
1620,CUST2384,Corporate
1621,CUST2440,Consumer
1622,CUST1122,Consumer
1623,CUST1025,Corporate
1624,CUST2289,Home Office
1625,CUST1546,Consumer
1626,CUST2643,Home Office
1627,CUST2416,Consumer
1628,CUST1380,Consumer
1629,CUST1951,Corporate
1630,CUST1062,Home Office
1631,CUST2874,Home Office
1632,CUST2259,Corporate
1633,CUST1580,Corporate
1634,CUST1660,Home Office
1635,CUST1923,Consumer
1636,CUST1389,Corporate
1637,CUST2662,Corporate
1638,CUST1063,Corporate
1639,CUST1156,Corporate
1640,CUST2188,Corporate
1641,CUST1841,Home Office
1642,CUST2729,Corporate
1643,CUST1417,Corporate
1644,CUST2494,Home Office
1645,CUST2865,Home Office
1646,CUST2447,Corporate
1647,CUST2893,Home Office
1648,CUST2459,Home Office
1649,CUST2593,Corporate
1650,CUST2464,Consumer
1651,CUST2708,Corporate
1652,CUST2627,Home Office
1653,CUST2023,Corporate
1654,CUST1057,Home Office
1655,CUST2197,Home Office
1656,CUST1247,Corporate
1657,CUST1085,Consumer
1658,CUST2268,Home Office
1659,CUST1545,Consumer
1660,CUST2123,Corporate
1661,CUST1646,Consumer
1662,CUST2405,Consumer
1663,CUST1982,Corporate
1664,CUST1222,Home Office
1665,CUST2238,Corporate
1666,CUST1561,Corporate
1667,CUST1852,Consumer
1668,CUST1752,Corporate
1669,CUST2206,Consumer
1670,CUST2454,Corporate
1671,CUST2248,Corporate
1672,CUST1705,Consumer
1673,CUST1581,Corporate
1674,CUST2327,Corporate
1675,CUST2695,Consumer
1676,CUST2245,Consumer
1677,CUST2965,Home Office
1678,CUST2066,Corporate
1679,CUST2385,Home Office
1680,CUST2654,Corporate
1681,CUST1958,Home Office
1682,CUST1915,Home Office
1683,CUST1393,Corporate
1684,CUST1513,Home Office
1685,CUST2269,Home Office
1686,CUST2355,Consumer
1687,CUST1681,Home Office
1688,CUST2429,Consumer
1689,CUST1282,Corporate
1690,CUST1871,Consumer
1691,CUST2957,Consumer
1692,CUST1054,Home Office
1693,CUST2153,Home Office
1694,CUST2021,Corporate
1695,CUST1405,Home Office
1696,CUST1494,Corporate
1697,CUST1639,Corporate
1698,CUST1758,Consumer
1699,CUST1868,Home Office
1700,CUST1416,Home Office
1701,CUST1738,Corporate
1702,CUST1419,Corporate
1703,CUST1013,Home Office
1704,CUST2316,Consumer
1705,CUST1670,Consumer
1706,CUST2666,Home Office
1707,CUST2759,Consumer
1708,CUST2264,Home Office
1709,CUST1468,Consumer
1710,CUST1963,Consumer
1711,CUST2250,Corporate
1712,CUST1048,Home Office
1713,CUST2922,Home Office
1714,CUST2953,Consumer
1715,CUST1717,Consumer
1716,CUST1793,Consumer
1717,CUST1935,Consumer
1718,CUST1509,Consumer
1719,CUST1787,Corporate
1720,CUST2263,Corporate
1721,CUST1518,Consumer
1722,CUST2597,Consumer
1723,CUST1248,Consumer
1724,CUST1941,Consumer
1725,CUST1056,Consumer
1726,CUST1695,Home Office
1727,CUST1995,Home Office
1728,CUST2520,Consumer
1729,CUST2251,Consumer
1730,CUST1727,Consumer
1731,CUST1284,Corporate
1732,CUST2208,Consumer
1733,CUST1432,Corporate
1734,CUST1316,Corporate
1735,CUST2177,Home Office
1736,CUST1003,Home Office
1737,CUST1391,Corporate
1738,CUST1362,Home Office
1739,CUST2559,Consumer
1740,CUST2330,Home Office
1741,CUST1641,Consumer
1742,CUST1985,Consumer
1743,CUST1909,Consumer
1744,CUST1271,Consumer
1745,CUST1624,Home Office
1746,CUST2223,Corporate
1747,CUST2226,Home Office
1748,CUST1297,Consumer
1749,CUST1390,Consumer
1750,CUST1423,Corporate
1751,CUST2390,Corporate
1752,CUST1153,Corporate
1753,CUST1367,Home Office
1754,CUST1809,Home Office
1755,CUST1191,Corporate
1756,CUST1343,Corporate
1757,CUST1151,Home Office
1758,CUST1094,Corporate
1759,CUST2937,Corporate
1760,CUST2457,Consumer
1761,CUST1529,Corporate
1762,CUST2508,Consumer
1763,CUST1908,Home Office
1764,CUST1327,Home Office
1765,CUST2603,Corporate
1766,CUST2709,Corporate
1767,CUST2606,Corporate
1768,CUST2339,Home Office
1769,CUST2224,Consumer
1770,CUST1430,Home Office
1771,CUST1328,Home Office
1772,CUST2573,Corporate
1773,CUST2052,Corporate
1774,CUST1944,Consumer
1775,CUST2880,Corporate
1776,CUST2042,Corporate
1777,CUST2129,Consumer
1778,CUST1396,Corporate
1779,CUST2578,Corporate
1780,CUST2641,Consumer
1781,CUST2608,Corporate
1782,CUST1237,Corporate
1783,CUST1924,Consumer
1784,CUST2739,Consumer
1785,CUST1549,Consumer
1786,CUST2634,Corporate
1787,CUST1507,Consumer
1788,CUST1522,Corporate
1789,CUST2090,Consumer
1790,CUST1400,Home Office
1791,CUST1581,Consumer
1792,CUST2895,Corporate
1793,CUST1738,Consumer
1794,CUST2832,Home Office
1795,CUST2754,Home Office
1796,CUST1939,Consumer
1797,CUST1166,Corporate
1798,CUST1217,Home Office
1799,CUST1818,Corporate
1800,CUST1099,Corporate
1801,CUST2681,Corporate
1802,CUST1143,Home Office
1803,CUST1493,Consumer
1804,CUST2193,Consumer
1805,CUST1260,Home Office
1806,CUST1930,Consumer
1807,CUST2962,Corporate
1808,CUST2883,Corporate
1809,CUST1730,Consumer
1810,CUST1366,Home Office
1811,CUST2006,Consumer
1812,CUST1073,Consumer
1813,CUST1819,Corporate
1814,CUST1027,Home Office
1815,CUST1914,Consumer
1816,CUST1879,Home Office
1817,CUST2439,Consumer
1818,CUST2417,Consumer
1819,CUST2762,Corporate
1820,CUST1584,Home Office
1821,CUST1305,Corporate
1822,CUST2144,Home Office
1823,CUST1916,Home Office
1824,CUST2399,Consumer
1825,CUST1441,Consumer
1826,CUST2347,Corporate
1827,CUST1557,Home Office
1828,CUST1523,Consumer
1829,CUST2750,Consumer
1830,CUST2312,Home Office
1831,CUST2238,Home Office
1832,CUST2588,Consumer
1833,CUST1212,Corporate
1834,CUST1634,Corporate
1835,CUST1053,Home Office
1836,CUST2982,Home Office
1837,CUST1419,Home Office
1838,CUST2605,Corporate
1839,CUST1607,Consumer
1840,CUST2357,Consumer
1841,CUST2066,Consumer
1842,CUST1869,Home Office
1843,CUST2786,Corporate
1844,CUST2873,Corporate
1845,CUST1662,Consumer
1846,CUST2281,Corporate
1847,CUST1059,Consumer
1848,CUST2542,Consumer
1849,CUST1399,Corporate
1850,CUST1110,Consumer
1851,CUST2150,Corporate
1852,CUST1387,Home Office
1853,CUST1471,Home Office
1854,CUST2870,Corporate
1855,CUST1103,Home Office
1856,CUST2200,Corporate
1857,CUST1248,Corporate
1858,CUST2847,Home Office
1859,CUST1417,Consumer
1860,CUST2474,Home Office
1861,CUST2016,Corporate
1862,CUST1572,Corporate
1863,CUST1053,Corporate
1864,CUST2125,Corporate
1865,CUST1540,Corporate
1866,CUST1528,Corporate
1867,CUST2229,Consumer
1868,CUST1291,Home Office
1869,CUST1929,Home Office
1870,CUST1021,Consumer
1871,CUST2587,Consumer
1872,CUST2098,Home Office
1873,CUST2326,Consumer
1874,CUST1038,Home Office
1875,CUST2582,Consumer
1876,CUST2489,Home Office
1877,CUST2116,Corporate
1878,CUST2707,Consumer
1879,CUST2371,Consumer
1880,CUST2004,Corporate
1881,CUST1805,Home Office
1882,CUST1758,Corporate
1883,CUST1411,Home Office
1884,CUST2550,Corporate
1885,CUST2758,Home Office
1886,CUST1126,Corporate
1887,CUST1470,Consumer
1888,CUST1049,Home Office
1889,CUST1671,Consumer
1890,CUST1590,Home Office
1891,CUST1527,Consumer
1892,CUST2106,Corporate
1893,CUST1186,Corporate
1894,CUST2381,Consumer
1895,CUST1453,Consumer
1896,CUST1953,Home Office
1897,CUST1316,Home Office
1898,CUST1394,Home Office
1899,CUST1595,Consumer
1900,CUST1736,Corporate
1901,CUST2996,Corporate
1902,CUST2402,Home Office
1903,CUST2042,Consumer
1904,CUST2278,Corporate
1905,CUST2528,Home Office
1906,CUST2950,Corporate
1907,CUST2721,Home Office
1908,CUST2843,Home Office
1909,CUST2777,Home Office
1910,CUST1883,Home Office
1911,CUST2984,Consumer
1912,CUST1278,Corporate
1913,CUST2600,Home Office
1914,CUST1964,Corporate
1915,CUST1951,Home Office
1916,CUST1761,Corporate
1917,CUST2242,Home Office
1918,CUST1839,Consumer
1919,CUST2892,Home Office
1920,CUST2730,Corporate
1921,CUST1917,Home Office
1922,CUST2121,Corporate
1923,CUST1246,Corporate
1924,CUST1167,Corporate
1925,CUST1650,Corporate
1926,CUST2981,Home Office
1927,CUST2812,Consumer
1928,CUST2560,Consumer
1929,CUST1808,Corporate
1930,CUST1451,Corporate
1931,CUST1141,Home Office
1932,CUST1629,Consumer
1933,CUST1905,Consumer
1934,CUST1043,Corporate
1935,CUST1989,Consumer
1936,CUST1004,Corporate
1937,CUST1608,Corporate
1938,CUST2082,Corporate
1939,CUST2992,Home Office
1940,CUST1338,Corporate
1941,CUST1304,Home Office
1942,CUST1480,Consumer
1943,CUST2802,Consumer
1944,CUST1030,Home Office
1945,CUST1342,Corporate
1946,CUST2810,Home Office
1947,CUST1395,Consumer
1948,CUST2837,Home Office
1949,CUST1380,Home Office
1950,CUST1434,Corporate
1951,CUST2759,Home Office
1952,CUST1903,Consumer
1953,CUST2979,Home Office
1954,CUST1011,Home Office
1955,CUST2221,Home Office
1956,CUST2813,Consumer
1957,CUST1599,Consumer
1958,CUST2865,Corporate
1959,CUST1442,Consumer
1960,CUST1256,Home Office
1961,CUST2009,Corporate
1962,CUST1543,Consumer
1963,CUST2008,Corporate
1964,CUST1100,Consumer
1965,CUST1097,Corporate
1966,CUST2240,Home Office
1967,CUST2110,Home Office
1968,CUST2201,Corporate
1969,CUST1496,Corporate
1970,CUST1621,Home Office
1971,CUST1569,Corporate
1972,CUST2196,Corporate
1973,CUST2006,Home Office
1974,CUST1644,Corporate
1975,CUST2319,Home Office
1976,CUST1712,Consumer
1977,CUST2084,Corporate
1978,CUST1236,Home Office
1979,CUST2133,Home Office
1980,CUST1764,Corporate
1981,CUST1299,Home Office
1982,CUST1639,Home Office
1983,CUST2523,Home Office
1984,CUST2277,Home Office
1985,CUST2361,Corporate
1986,CUST1934,Consumer
1987,CUST1420,Corporate
1988,CUST1401,Corporate
1989,CUST2830,Consumer
1990,CUST2797,Corporate
1991,CUST2039,Corporate
1992,CUST2735,Corporate
1993,CUST2018,Corporate
1994,CUST2291,Home Office
1995,CUST2000,Corporate
1996,CUST1372,Consumer
1997,CUST2431,Consumer
1998,CUST1665,Corporate
1999,CUST1042,Corporate
2000,CUST1991,Corporate
2001,CUST1952,Home Office
2002,CUST1653,Consumer
2003,CUST2816,Corporate
2004,CUST1681,Consumer
2005,CUST1564,Consumer
2006,CUST1110,Corporate
2007,CUST2540,Corporate
2008,CUST2510,Consumer
2009,CUST1441,Corporate
2010,CUST1127,Home Office
2011,CUST1215,Home Office
2012,CUST1223,Consumer
2013,CUST1933,Corporate
2014,CUST1600,Consumer
2015,CUST1998,Corporate
2016,CUST1348,Corporate
2017,CUST1584,Corporate
2018,CUST2833,Corporate
2019,CUST2413,Home Office
2020,CUST2031,Home Office
2021,CUST1992,Consumer
2022,CUST1714,Consumer
2023,CUST1685,Corporate
2024,CUST2017,Home Office
2025,CUST1819,Consumer
2026,CUST1741,Home Office
2027,CUST1849,Home Office
2028,CUST2852,Corporate
2029,CUST1652,Consumer
2030,CUST2297,Corporate
2031,CUST2673,Home Office
2032,CUST2512,Home Office
2033,CUST1882,Corporate
2034,CUST1514,Consumer
2035,CUST1760,Corporate
2036,CUST1271,Home Office
2037,CUST1656,Consumer
2038,CUST2393,Home Office
2039,CUST1601,Consumer
2040,CUST1756,Home Office
2041,CUST2628,Corporate
2042,CUST1046,Home Office
2043,CUST1598,Home Office
2044,CUST1513,Consumer
2045,CUST1923,Corporate
2046,CUST2317,Corporate
2047,CUST1546,Corporate
2048,CUST1791,Corporate
2049,CUST1131,Corporate
2050,CUST1345,Corporate
2051,CUST2513,Consumer
2052,CUST1854,Consumer
2053,CUST1086,Home Office
2054,CUST1660,Consumer
2055,CUST2901,Consumer
2056,CUST2690,Consumer
2057,CUST2264,Corporate
2058,CUST1435,Home Office
2059,CUST2988,Home Office
2060,CUST2570,Corporate
2061,CUST2377,Home Office
2062,CUST1578,Home Office
2063,CUST2832,Corporate
2064,CUST1734,Home Office
2065,CUST2877,Consumer
2066,CUST1527,Corporate
2067,CUST2344,Consumer
2068,CUST1696,Consumer
